"Tree_id","DAT","person","Mean.Tleaf","Max.Tleaf","Asat","Amax","Amin","Ci.at.Asat","E.at.Asat","Ca","A.Ci","Ci.Ca","gs.at.Asat","gs.index","Mean.gs","mean.RH","Flow","mean.Press","Max.VPD","Ciindex","Vcmax_1ptR1","Vcmax_1ptR2","Vcmax_1ptR3","vcmax_Best_Model","Jmax_Best","TPU_Best","Rd_Best","p5","sequencia","erros","Vcmax_One_Point_Method_25C_1","Vcmax_One_Point_Method_25C_2","Vcmax_One_Point_Method_25C_3","Best_Vcmax_25C","Best.Jmax_25C","Best_Vcmax_25C_Bernac","Best.Jmax_25C_Bernac","GammaStar","Kmi","TleafK.Asat","Gma2","Km2","back_filt"
"K6705L1_Traditional","Traditional","Charlie","31.432287","31.5306","4.916173","9.909737","-0.3470207","302.3798","0.001950244","392.9501","0.016258271881918","0.769511955843757","0.1004416","0.85663520423555","0.052374412","59.974731","500.11327","99.412074","1.945492","0.958893585490692","34.0917161910804","34.3018166371812","30.9162124401862","41.4615637077","52.6293840165","3.55631957096999","0.759221712909978","3.15544362088405e-30","4","0.26","20.2586135295531","18.3716066422952","20.383463323447","24.5163800395052","42.2856383053167","23.771254592971","36.2091863846676","5.87511149533371","122.790954056718","304.49356","58.7511149533371","1227.90954056718","no_back"
"K6705L2_Before_DAT","Before_DAT","Charlie","31.2869830769231","31.33091","5.775823","10.27211","-0.6000351","306.2551","0.002111897","402.3387","0.0188595161354048","0.761187278280712","0.1105951","0.386176286829522","0.097781105025641","59.9415435384615","500.122008974359","99.3352051794872","1.898614","0.966924541582613","39.2116590299872","39.4524120598493","35.6290407324257","42.904569231","54.297930495","3.5469705291","0.801969587299998","3.15544362088405e-30","4","0.02","23.3996316938677","21.2616974483786","23.5433015198153","25.5773241804395","43.7303567248288","24.9033408590865","37.6675373241631","5.85368231693814","122.005662753629","304.41912","58.5368231693814","1220.05662753629","no_back"
"K6705L2_Traditional","Traditional","Charlie","31.255683","31.33653","5.971171","10.74941","-0.4479465","298.8088","0.002245571","391.5932","0.0199832501586299","0.763059215532854","0.118582","0.830387234723169","0.070734117","59.967366","500.11583","99.284315","1.897506","0.949253722094121","41.2953048996479","41.5597856154683","37.4584776138038","44.805225561","56.495658345","3.8357711421","0.757903426299989","0","4","0.1","24.7985658460303","22.4944827470177","24.9573912249012","26.7581528341419","45.5247231934095","26.0756620919836","39.2621019466645","5.82241500316187","120.864357309249","304.31008","58.2241500316187","1208.64357309249","no_back"
"K6716L1_Before_DAT","Before_DAT","Emmy","31.5032227877238","31.61321","8.792198","15.71365","-0.5074824","244.9293","0.002403005","371.5767","0.035896881263287","0.659162159521843","0.1228395","0.621739432494554","0.102087265089514","59.8983179028133","500.128732480818","99.5644032225064","1.984556","0.961877511065969","79.9786336700418","80.6040069464692","70.4818683375332","82.2688570964","111.7881339826","5.69051459283988","1.53579377851963","0","1","0.06","47.1732393714577","41.5718285479968","47.5420989269626","48.4567634214623","89.7184458516777","46.8849096294156","76.6007705338105","5.91393589680824","124.220118432184","304.62783","59.1393589680824","1242.20118432184","no_back"
"K6716L1_Traditional","Traditional","Emmy","31.524183","31.66956","9.305834","15.57755","-0.3476644","286.1928","0.003192067","387.2168","0.0325159612680682","0.739102229035517","0.1689187","0.837415158890046","0.075202898","60.043314","500.13047","99.575019","1.981651","0.948010665823819","68.4274017672657","68.8814671878212","61.7068532657899","64.031361855","78.726828975","5.4426244155","0.7503232465","0","4","0.2","40.8070323726057","36.799198768253","41.0778166174746","37.6718097851717","63.1641698101488","36.426692226793","53.8818319964915","5.85703442379024","122.128337693183","304.43078","58.5703442379024","1221.28337693183","no_back"
"K6716L2_Before_DAT","Before_DAT","Emmy","31.4283884654731","31.50728","9.073316","15.56063","-0.2024994","229.9849","0.003403255","323.0537","0.0394517900957845","0.711909196520578","0.1771164","0.20020368663547","0.178431275191816","59.9990597186701","500.129888746803","99.5782633248082","1.946112","0.9741826001482","89.3093873610075","90.0763846992486","77.9452642540555","84.3580698488","113.4969659692","5.49135447927962","1.64114343783886","3.15544362088405e-30","1","0.08","52.8287328943705","46.1065702871055","53.2824309737095","49.8920079837632","91.1959749126539","48.3811817462387","78.1036086510411","5.89878692336038","123.661486953169","304.57553","58.9878692336038","1236.61486953168","no_back"
"K6716L2_Traditional","Traditional","Emmy","31.49586","31.6381","8.885678","15.69582","-0.3077142","300.4475","0.003686726","387.2465","0.0295748109070636","0.775855947051813","0.1930261","0.82049191565917","0.127040608181818","59.9762690909091","500.126545454545","99.5597609090909","1.969056","0.959961373736622","62.2828138605198","62.6672401894075","56.4247185019683","64.502324822","79.27140319","5.4819858542","0.750137562599987","0","4","0.17","36.9340859945434","33.4601999523759","37.1620531368357","38.0074527056898","63.6284622410412","36.7827090644805","54.3420349017833","5.88579378502344","123.183355844499","304.53058","58.8579378502344","1231.83355844499","no_back"
"K6715L1_Before_DAT","Before_DAT","Emmy","31.6706186700767","31.69576","4.690017","13.13366","-0.3217911","219.972","0.001115375","368.5326","0.0213209726692488","0.596886137074441","0.05452597","0.194573832993592","0.0564913443222506","59.9778985677749","500.123844501279","99.5016197186701","1.987572","0.96555904198552","50.3848323772406","50.8241686976907","43.4675359904437","54.299547486","67.47393747","4.5923433846","0.766470153800009","0","4","0.07","29.4135806253141","25.3754118871731","29.6700557126268","31.6971744265462","54.0211569855251","30.5100079945374","45.7972961330612","5.96976592045165","126.289762186467","304.81958","59.6976592045165","1262.89762186467","no_back"
"K6715L1_Traditional","Traditional","Emmy","31.6511390909091","31.71443","4.571298","12.49865","-0.1884118","244.8117","0.001086314","393.9446","0.0186727104954543","0.621436872088106","0.05322338","0.214315152619171","0.0589973227272727","59.9901327272727","500.122572727273","99.4593781818182","1.995009","0.965050320666444","42.3793911117596","42.6987639990848","37.2622313014283","51.770874165","64.550033925","4.4179357065","0.7551571195","0","4","0.31","24.7507609853085","21.7621951738004","24.9372837689542","30.2521281822828","51.6942507336622","29.137152208047","43.8612546833996","5.96739247555073","126.201429627978","304.81146","59.6739247555073","1262.01429627978","no_back"
"K6715L1-1_Before_DAT","Before_DAT","Emmy","31.6503615601023","31.67137","5.024465","13.62674","-0.236306","169.8164","0.001115403","326.4648","0.0295876311121894","0.52016756477268","0.05462834","0.131043755404254","0.0557680867007673","59.9656967007673","500.122942455243","99.4106659079284","1.985586","0.985602258257331","81.0895619893528","82.1610592566083","65.4440540050831","56.263041354","69.74432433","4.5397433394","0.83793001820001","0","4","0.09","47.3705367933296","38.230814078876","47.9964792633252","32.8784612158813","55.8546555286621","31.6674701647949","47.3928296328292","5.96599568201805","126.149459571104","304.80668","59.6599568201805","1261.49459571104","no_back"
"K6709L8_Before_DAT","Before_DAT","Maquelle","31.5370510103627","31.60023","12.02856","28.29962","-0.5376162","183.136","0.00302949","320.9488","0.0656810239384938","0.570608146844606","0.1521994","0.196265347105723","0.152190017875648","60.1514489637306","500.133802590674","99.1373728756477","1.957768","0.969304239208293","169.398352532883","171.388389969643","140.159824776891","114.691916802","137.30560029","9.39621353220004","0.823830596600115","1.26217744835362e-29","4","0.1","99.291004862178","82.1531593154239","100.457443696174","67.4300695990409","110.141842245158","65.1758579572203","93.9052704127925","5.94756879050425","125.464857778616","304.74353","59.4756879050425","1254.64857778616","no_back"
"K6709L8_Traditional","Traditional","Maquelle","31.6521391666667","31.91315","10.279","27.3077","-0.5304386","209.2638","0.002040082","386.6336","0.0491198190991466","0.54124576860366","0.09980489","0.762002103110851","0.118457313333333","60.0621691666667","500.139541666667","99.1118091666667","2.038008","0.941834127539102","118.648444231537","119.76223906077","101.323670942107","110.74199217","132.73830465","4.23792563699898","2.43477691099694","3.15544362088405e-30","4","3.05","69.2789245868375","59.1629751533977","69.9292703075876","64.7082742244006","106.300656776163","62.3214000061149","90.1895369606038","5.96860247956395","126.246458516771","304.8156","59.6860247956395","1262.46458516771","no_back"
"K6709L3_Before_DAT","Before_DAT","Maquelle","31.6889029516539","31.73918","11.99625","27.91816","-0.5756723","171.7124","0.002231822","359.7456","0.0698624560602496","0.47731619233147","0.1090287","0.489332356485804","0.0995635789058524","59.9023740712468","500.137161323155","99.060960610687","2.010102","0.959226142940243","190.886825662662","193.337695861987","154.475280816852","113.172904936","135.54916772","9.4007198296","0.78060948879999","0","4","0.13","111.262653230433","90.0393704098413","112.691197710408","66.0008912186393","108.496376694718","63.4917164877313","91.9071724023059","5.9784277374523","126.612391410139","304.84919","59.784277374523","1266.12391410139","no_back"
"K6709L3_Traditional","Traditional","Maquelle","31.9538990909091","32.03334","7.174787","22.98909","-0.5632799","184.429","0.001258409","390.7292","0.03890270510603","0.47201232976701","0.05901546","0.523457964028866","0.0556492127272727","60.1060009090909","500.134909090909","98.9306609090909","2.07638","0.925475953284522","104.766486271531","105.864799733702","86.1339001786607","93.544855289","112.853264905","7.90925904290001","0.738687128700033","0","4","0.33","60.1713705007716","49.4699689258837","60.802173619309","53.8236003534462","90.0296042128248","51.3181901644714","75.3759783532603","6.06429479258862","129.83297680883","305.14073","60.6429479258862","1298.3297680883","no_back"
